Academic Year,Module Code,Assessment Pattern Code,Assessment Sequence Number,Assessment Name,Assessment Weight,Assessment Summary,Module Instance Key,Module Delivery Instance Key,Assessment Body Instance Key
2023,COMP0204,COMP0204A4UF,3,Programming Exercise 3,12,#003 12% PD01 Programming Exercise 3,2023-COMP0204,2023-COMP0204-F4U,COMP0204A4UF-3
2023,COMP0204,COMP0204A4UF,4,Programming Exercise 4,12,#004 12% PD01 Programming Exercise 4,2023-COMP0204,2023-COMP0204-A4U,COMP0204A4UF-4
2023,COMP0204,COMP0204A4UF,4,Programming Exercise 4,12,#004 12% PD01 Programming Exercise 4,2023-COMP0204,2023-COMP0204-F4U,COMP0204A4UF-4
2023,COMP0204,COMP0204A4UF,5,Programming Exercise 5,12,#005 12% PD01 Programming Exercise 5,2023-COMP0204,2023-COMP0204-A4U,COMP0204A4UF-5
2023,COMP0204,COMP0204A4UF,5,Programming Exercise 5,12,#005 12% PD01 Programming Exercise 5,2023-COMP0204,2023-COMP0204-F4U,COMP0204A4UF-5
2023,COMP0204,COMP0204A4UF,6,Programming Exercise 6,20,#006 20% PD01 Programming Exercise 6,2023-COMP0204,2023-COMP0204-A4U,COMP0204A4UF-6
2023,COMP0204,COMP0204A4UF,6,Programming Exercise 6,20,#006 20% PD01 Programming Exercise 6,2023-COMP0204,2023-COMP0204-F4U,COMP0204A4UF-6
2023,COMP0204,COMP0204A4UF,7,Project Programming Component,20,#007 20% CN01 Project Programming Component,2023-COMP0204,2023-COMP0204-F4U,COMP0204A4UF-7
2023,COMP0204,COMP0204A4UF,7,Project Programming Component,20,#007 20% CN01 Project Programming Component,2023-COMP0204,2023-COMP0204-A4U,COMP0204A4UF-7
2023,COMP0205,COMP0205A4UF,1,Coursework 1,40,#001 40% CN01 Coursework 1,2023-COMP0205,2023-COMP0205-F4U,COMP0205A4UF-1
2023,COMP0205,COMP0205A4UF,1,Coursework 1,40,#001 40% CN01 Coursework 1,2023-COMP0205,2023-COMP0205-A4U,COMP0205A4UF-1
2023,COMP0205,COMP0205A4UF,2,Coursework 2,40,#002 40% CN01 Coursework 2,2023-COMP0205,2023-COMP0205-F4U,COMP0205A4UF-2
2023,COMP0205,COMP0205A4UF,2,Coursework 2,40,#002 40% CN01 Coursework 2,2023-COMP0205,2023-COMP0205-A4U,COMP0205A4UF-2
2023,COMP0205,COMP0205A4UF,3,Project Ethics Component,20,#003 20% CN01 Project Ethics Component,2023-COMP0205,2023-COMP0205-F4U,COMP0205A4UF-3
2023,COMP0205,COMP0205A4UF,3,Project Ethics Component,20,#003 20% CN01 Project Ethics Component,2023-COMP0205,2023-COMP0205-A4U,COMP0205A4UF-3
2023,COMP0206,COMP0206A4UF,1,Mathematical Exercise 1,10,#001 10% PD01 Mathematical Exercise 1,2023-COMP0206,2023-COMP0206-A4U,COMP0206A4UF-1
2023,COMP0206,COMP0206A4UF,1,Mathematical Exercise 1,10,#001 10% PD01 Mathematical Exercise 1,2023-COMP0206,2023-COMP0206-F4U,COMP0206A4UF-1
2023,COMP0206,COMP0206A4UF,2,Mathematical Exercise 2,10,#002 10% PD01 Mathematical Exercise 2,2023-COMP0206,2023-COMP0206-A4U,COMP0206A4UF-2
2023,COMP0206,COMP0206A4UF,2,Mathematical Exercise 2,10,#002 10% PD01 Mathematical Exercise 2,2023-COMP0206,2023-COMP0206-F4U,COMP0206A4UF-2
2023,COMP0206,COMP0206A4UF,3,Mathematical Exercise 3,10,#003 10% PD01 Mathematical Exercise 3,2023-COMP0206,2023-COMP0206-A4U,COMP0206A4UF-3
2023,COMP0206,COMP0206A4UF,3,Mathematical Exercise 3,10,#003 10% PD01 Mathematical Exercise 3,2023-COMP0206,2023-COMP0206-F4U,COMP0206A4UF-3
2023,COMP0206,COMP0206A4UF,4,Mathematical Exercise 4,10,#004 10% PD01 Mathematical Exercise 4,2023-COMP0206,2023-COMP0206-A4U,COMP0206A4UF-4
2023,COMP0206,COMP0206A4UF,4,Mathematical Exercise 4,10,#004 10% PD01 Mathematical Exercise 4,2023-COMP0206,2023-COMP0206-F4U,COMP0206A4UF-4
2023,COMP0206,COMP0206A4UF,5,Test (In Person),40,#005 40% TD01 Test (In Person),2023-COMP0206,2023-COMP0206-A4U,COMP0206A4UF-5
2023,COMP0206,COMP0206A4UF,5,Test (In Person),40,#005 40% TD01 Test (In Person),2023-COMP0206,2023-COMP0206-F4U,COMP0206A4UF-5
2023,COMP0206,COMP0206A4UF,6,Project Mathematical Component,20,#006 20% CN01 Project Mathematical Component,2023-COMP0206,2023-COMP0206-F4U,COMP0206A4UF-6
2023,COMP0206,COMP0206A4UF,6,Project Mathematical Component,20,#006 20% CN01 Project Mathematical Component,2023-COMP0206,2023-COMP0206-A4U,COMP0206A4UF-6
2023,COMP0207,COMP0207A4UF,1,Coursework 1,40,#001 40% CN01 Coursework 1,2023-COMP0207,2023-COMP0207-F4U,COMP0207A4UF-1
2023,COMP0207,COMP0207A4UF,1,Coursework 1,40,#001 40% CN01 Coursework 1,2023-COMP0207,2023-COMP0207-A4U,COMP0207A4UF-1
2023,COMP0207,COMP0207A4UF,2,Coursework 2,40,#002 40% CN01 Coursework 2,2023-COMP0207,2023-COMP0207-F4U,COMP0207A4UF-2
2023,COMP0207,COMP0207A4UF,2,Coursework 2,40,#002 40% CN01 Coursework 2,2023-COMP0207,2023-COMP0207-A4U,COMP0207A4UF-2
2023,COMP0207,COMP0207A4UF,3,Project Electronic Circuits Component,20,#003 20% CN01 Project Electronic Circuits Component,2023-COMP0207,2023-COMP0207-F4U,COMP0207A4UF-3
2023,COMP0207,COMP0207A4UF,3,Project Electronic Circuits Component,20,#003 20% CN01 Project Electronic Circuits Component,2023-COMP0207,2023-COMP0207-A4U,COMP0207A4UF-3
2023,COMP0208,COMP0208A4UF,1,Coursework 1,40,#001 40% CN01 Coursework 1,2023-COMP0208,2023-COMP0208-F4U,COMP0208A4UF-1
2023,COMP0208,COMP0208A4UF,1,Coursework 1,40,#001 40% CN01 Coursework 1,2023-COMP0208,2023-COMP0208-A4U,COMP0208A4UF-1
2023,COMP0208,COMP0208A4UF,2,Coursework 2,40,#002 40% CN01 Coursework 2,2023-COMP0208,2023-COMP0208-F4U,COMP0208A4UF-2
2023,COMP0208,COMP0208A4UF,2,Coursework 2,40,#002 40% CN01 Coursework 2,2023-COMP0208,2023-COMP0208-A4U,COMP0208A4UF-2
2023,COMP0208,COMP0208A4UF,3,Project Control Systems Component,20,#003 20% CN01 Project Control Systems Component,2023-COMP0208,2023-COMP0208-F4U,COMP0208A4UF-3
2023,COMP0208,COMP0208A4UF,3,Project Control Systems Component,20,#003 20% CN01 Project Control Systems Component,2023-COMP0208,2023-COMP0208-A4U,COMP0208A4UF-3
2023,COMP0209,COMP0209A4UF,1,Programming Exercise 1,15,#001 15% PD01 Programming Exercise 1,2023-COMP0209,2023-COMP0209-F4U,COMP0209A4UF-1
2023,COMP0209,COMP0209A4UF,1,Programming Exercise 1,15,#001 15% PD01 Programming Exercise 1,2023-COMP0209,2023-COMP0209-A4U,COMP0209A4UF-1
2023,COMP0209,COMP0209A4UF,2,Programming Exercise 2,15,#002 15% PD01 Programming Exercise 2,2023-COMP0209,2023-COMP0209-F4U,COMP0209A4UF-2
2023,COMP0209,COMP0209A4UF,2,Programming Exercise 2,15,#002 15% PD01 Programming Exercise 2,2023-COMP0209,2023-COMP0209-A4U,COMP0209A4UF-2
2023,COMP0209,COMP0209A4UF,3,Programming Exercise 3,15,#003 15% PD01 Programming Exercise 3,2023-COMP0209,2023-COMP0209-F4U,COMP0209A4UF-3
2023,COMP0209,COMP0209A4UF,3,Programming Exercise 3,15,#003 15% PD01 Programming Exercise 3,2023-COMP0209,2023-COMP0209-A4U,COMP0209A4UF-3
2023,COMP0209,COMP0209A4UF,4,Programming Exercise 4,15,#004 15% PD01 Programming Exercise 4,2023-COMP0209,2023-COMP0209-F4U,COMP0209A4UF-4
2023,COMP0209,COMP0209A4UF,4,Programming Exercise 4,15,#004 15% PD01 Programming Exercise 4,2023-COMP0209,2023-COMP0209-A4U,COMP0209A4UF-4
2023,COMP0209,COMP0209A4UF,5,Report,40,#005 40% CN01 Report,2023-COMP0209,2023-COMP0209-F4U,COMP0209A4UF-5
2023,COMP0209,COMP0209A4UF,5,Report,40,#005 40% CN01 Report,2023-COMP0209,2023-COMP0209-A4U,COMP0209A4UF-5
2023,COMP0210,COMP0210A6UF,1,4000 lines of code and 6000 words of documentation,100,#001 100% CN01 4000 lines of code and 6000 words of documentation,2023-COMP0210,2023-COMP0210-A6U,COMP0210A6UF-1
2023,COMP0210,COMP0210A7PF,1,Coursework 1,50,#001 50% CN01 Coursework 1,2023-COMP0210,2023-COMP0210-A7P,COMP0210A7PF-1
2023,COMP0210,COMP0210A7PF,2,Coursework 2,50,#002 50% CN01 Coursework 2,2023-COMP0210,2023-COMP0210-A7P,COMP0210A7PF-2
2023,COMP0210,COMP0210A7UF,1,Coursework 1,50,#001 50% CN01 Coursework 1,2023-COMP0210,2023-COMP0210-A7U,COMP0210A7UF-1
2023,COMP0210,COMP0210A7UF,2,Coursework 2,50,#002 50% CN01 Coursework 2,2023-COMP0210,2023-COMP0210-A7U,COMP0210A7UF-2
2023,COMP0232,COMP0232A7PF,1,Coursework,100,#001 100% CN01 Coursework,2023-COMP0232,2023-COMP0232-F7P,COMP0232A7PF-1
2023,COMP0232,COMP0232A7PF,1,Coursework,100,#001 100% CN01 Coursework,2023-COMP0232,2023-COMP0232-A7P,COMP0232A7PF-1
2023,COMP0232,COMP0232A7UF,1,Coursework,100,#001 100% CN01 Coursework,2023-COMP0232,2023-COMP0232-A7U,COMP0232A7UF-1
2023,COMP0233,COMP0233A7PF,1,Coursework 1 (Individual),50,#001 50% GN02 Coursework 1 (Individual),2023-COMP0233,2023-COMP0233-A7P,COMP0233A7PF-1
2023,COMP0233,COMP0233A7PF,2,Coursework 2 (Group),50,#002 50% CN01 Coursework 2 (Group),2023-COMP0233,2023-COMP0233-A7P,COMP0233A7PF-2
2023,COMP0233,COMP0233A7UF,1,Coursework 1 (Individual),50,#001 50% GN02 Coursework 1 (Individual),2023-COMP0233,2023-COMP0233-A7U,COMP0233A7UF-1
2023,COMP0233,COMP0233A7UF,2,Coursework 2 (Group),50,#002 50% CN01 Coursework 2 (Group),2023-COMP0233,2023-COMP0233-A7U,COMP0233A7UF-2
2023,COMP0234,COMP0234A7PF,1,Project/ Dissertation Report,90,#001 90% RN01 Project/ Dissertation Report,2023-COMP0234,2023-COMP0234-A7P,COMP0234A7PF-1
2023,COMP0234,COMP0234A7PF,2,Oral Presentation,10,#002 10% OD02 Oral Presentation,2023-COMP0234,2023-COMP0234-A7P,COMP0234A7PF-2
2023,COMP0235,COMP0235A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0235,2023-COMP0235-A7P,COMP0235A7PF-1
2023,COMP0235,COMP0235A7PF,2,Coursework,50,#002 50% CN01 Coursework,2023-COMP0235,2023-COMP0235-A7P,COMP0235A7PF-2
2023,COMP0236,COMP0236A7PF,1,Coursework 1 (Individual),50,#001 50% CN01 Coursework 1 (Individual),2023-COMP0236,2023-COMP0236-A7P,COMP0236A7PF-1
2023,COMP0236,COMP0236A7PF,2,Coursework 2 (Group),50,#002 50% GN02 Coursework 2 (Group),2023-COMP0236,2023-COMP0236-A7P,COMP0236A7PF-2
2023,COMP0236,COMP0236A7UF,1,Coursework 1 (Individual),50,#001 50% CN01 Coursework 1 (Individual),2023-COMP0236,2023-COMP0236-A7U,COMP0236A7UF-1
2023,COMP0236,COMP0236A7UF,2,Coursework 2 (Group),50,#002 50% GN02 Coursework 2 (Group),2023-COMP0236,2023-COMP0236-A7U,COMP0236A7UF-2
2023,COMP0237,COMP0237A7PF,1,Coursework 1 (Group),50,#001 50% GN02 Coursework 1 (Group),2023-COMP0237,2023-COMP0237-A7P,COMP0237A7PF-1
2023,COMP0237,COMP0237A7PF,2,Coursework 2 (Individual),35,#002 35% CN01 Coursework 2 (Individual),2023-COMP0237,2023-COMP0237-A7P,COMP0237A7PF-2
2023,COMP0237,COMP0237A7PF,3,Coursework 3 (Individual),15,#003 15% CN01 Coursework 3 (Individual),2023-COMP0237,2023-COMP0237-A7P,COMP0237A7PF-3
2023,COMP0237,COMP0237A7UF,1,Coursework 1 (Group),50,#001 50% GN02 Coursework 1 (Group),2023-COMP0237,2023-COMP0237-A7U,COMP0237A7UF-1
2023,COMP0237,COMP0237A7UF,2,Coursework 2 (Individual),35,#002 35% CN01 Coursework 2 (Individual),2023-COMP0237,2023-COMP0237-A7U,COMP0237A7UF-2
2023,COMP0237,COMP0237A7UF,3,Coursework 3 (Individual),15,#003 15% CN01 Coursework 3 (Individual),2023-COMP0237,2023-COMP0237-A7U,COMP0237A7UF-3
2023,COMP0238,COMP0238A6UF,1,Controlled Condition Exam (In Person),80,#001 80% EC05 Controlled Condition Exam (In Person),2023-COMP0238,2023-COMP0238-A6U,COMP0238A6UF-1
2023,COMP0238,COMP0238A6UF,2,Test 1,10,#002 10% TD01 Test 1,2023-COMP0238,2023-COMP0238-A6U,COMP0238A6UF-2
2023,COMP0238,COMP0238A6UF,3,Test 2,10,#003 10% TD01 Test 2,2023-COMP0238,2023-COMP0238-A6U,COMP0238A6UF-3
2023,COMP0239,COMP0239A7PF,1,Controlled Condition Exam (In Person),50,#001 50% EC05 Controlled Condition Exam (In Person),2023-COMP0239,2023-COMP0239-A7P,COMP0239A7PF-1
2023,COMP0239,COMP0239A7PF,2,Coursework,50,#002 50% CN01 Coursework,2023-COMP0239,2023-COMP0239-A7P,COMP0239A7PF-2
2023,ENGF0034,ENGF0034A4UF,1,Technical Specification,15,#001 15% CN01 Technical Specification,2023-ENGF0034,2023-ENGF0034-A4U,ENGF0034A4UF-1
2023,ENGF0034,ENGF0034A4UF,2,Report (1200 to 1500 Words),15,#002 15% CN01 Report (1200 to 1500 Words),2023-ENGF0034,2023-ENGF0034-A4U,ENGF0034A4UF-2
2023,ENGF0034,ENGF0034A4UF,3,Presentation,10,#003 10% OD01 Presentation,2023-ENGF0034,2023-ENGF0034-A4U,ENGF0034A4UF-3
2023,ENGF0034,ENGF0034A4UF,4,Technical Report,20,#004 20% GN02 Technical Report,2023-ENGF0034,2023-ENGF0034-A4U,ENGF0034A4UF-4
2023,ENGF0034,ENGF0034A4UF,5,Video Demo,20,#005 20% GN02 Video Demo,2023-ENGF0034,2023-ENGF0034-A4U,ENGF0034A4UF-5
2023,ENGF0034,ENGF0034A4UF,6,Technical File,20,#006 20% CN01 Technical File,2023-ENGF0034,2023-ENGF0034-A4U,ENGF0034A4UF-6
